epoch,loss,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,theta_22,theta_23,theta_24,theta_25,theta_26,theta_27,theta_28,theta_29,theta_30,theta_31,theta_32,theta_33,theta_34,theta_35,theta_36,theta_37,theta_38,theta_39,theta_40,theta_41,theta_42,theta_43,theta_44,theta_45,theta_46,theta_47,theta_48,theta_49,theta_50,theta_51,theta_52,theta_53
1,0.7283391952514648,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-0.35221296548843384,-0.1965653896331787,-1.0053484439849854,-0.7122820019721985,-0.3622231185436249,-0.012955795973539352,0.44533514976501465,0.6500227451324463,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-0.43979984521865845,0.8640007972717285,-0.5981796979904175,-0.41033288836479187,-0.7486404180526733,-0.9865609407424927,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,0.6895606517791748,0.9941331148147583,0.44688212871551514,0.1350928544998169
2,0.7167447209358215,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-0.4021044075489044,-0.1965653896331787,-1.0550901889801025,-0.7622959613800049,-0.31220772862434387,0.01366366632282734,0.4946061670780182,0.6828387379646301,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-0.48985251784324646,0.8640007972717285,-0.5495768785476685,-0.3602656126022339,-0.7987079620361328,-1.0361801385879517,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,0.7388980388641357,0.9941331148147583,0.4941536486148834,0.1350928544998169
3,0.7038999199867249,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-0.4520868957042694,-0.1965653896331787,-1.1043992042541504,-0.8123868703842163,-0.26212039589881897,0.05138591676950455,0.5431598424911499,0.6727827787399292,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-0.5400239825248718,0.8640007972717285,-0.5012791752815247,-0.3101001977920532,-0.8488703966140747,-1.0852725505828857,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,0.7880169153213501,0.9941331148147583,0.5413416624069214,0.1350928544998169
4,0.6880595684051514,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-0.502265989780426,-0.1965653896331787,-1.1530708074569702,-0.8626434803009033,-0.21190431714057922,0.09369201958179474,0.5913301706314087,0.6435902714729309,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-0.5903390049934387,0.8640007972717285,-0.45297005772590637,-0.2598596215248108,-0.8990775346755981,-1.1337227821350098,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,0.8371580243110657,0.9941331148147583,0.5888140797615051,0.1350928544998169
5,0.6704391241073608,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-0.5526915788650513,-0.1965653896331787,-1.20088791847229,-0.913124144077301,-0.1614857017993927,0.13845005631446838,0.6390285491943359,0.6069169640541077,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-0.6408531665802002,0.8640007972717285,-0.40439629554748535,-0.20967775583267212,-0.9491733908653259,-1.1811414957046509,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,0.8865488767623901,0.9941331148147583,0.6367692947387695,0.1350928544998169
6,0.6509964466094971,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-0.6033480167388916,-0.1965653896331787,-1.2475674152374268,-0.9638298749923706,-0.11079709231853485,0.18149152398109436,0.685390293598175,0.5661351680755615,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-0.6916093826293945,0.8640007972717285,-0.35533884167671204,-0.15988469123840332,-0.9988727569580078,-1.2265897989273071,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,0.9363597631454468,0.9941331148147583,0.685347855091095,0.1350928544998169
7,0.6308373212814331,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-0.6541257500648499,-0.1965653896331787,-1.2927742004394531,-1.014679193496704,-0.0598079077899456,0.20978659391403198,0.7278366088867188,0.5225623250007629,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-0.742540717124939,0.8640007972717285,-0.3056623041629791,-0.1110723614692688,-1.0477501153945923,-1.268417239189148,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,0.9866724014282227,0.9941331148147583,0.734626054763794,0.1350928544998169
8,0.6106031537055969,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-0.7047713994979858,-0.1965653896331787,-1.336106777191162,-1.065472960472107,-0.008536458015441895,0.21272064745426178,0.7608671188354492,0.47687697410583496,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-0.7933787107467651,0.8640007972717285,-0.2553427219390869,-0.0640556812286377,-1.0952702760696411,-1.3045485019683838,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,1.0374752283096313,0.9941331148147583,0.7846139669418335,0.1350928544998169
9,0.590557873249054,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-0.7548379898071289,-0.1965653896331787,-1.3770946264266968,-1.1159347295761108,0.04295911639928818,0.1974649578332901,0.7778913974761963,0.4295279085636139,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-0.8435471057891846,0.8640007972717285,-0.20447750389575958,-0.019672352820634842,-1.1408445835113525,-1.3333936929702759,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,1.088672161102295,0.9941331148147583,0.8352739214897156,0.1350928544998169
10,0.5714746117591858,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-0.8036803007125854,-0.1965653896331787,-1.415216088294983,-1.1656630039215088,0.09460531175136566,0.171421080827713,0.7777707576751709,0.380891889333725,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-0.8921486735343933,0.8640007972717285,-0.15329420566558838,0.021244511008262634,-1.183935284614563,-1.354586124420166,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,1.1400953531265259,0.9941331148147583,0.8865351676940918,0.1350928544998169
11,0.55290287733078,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-0.8505172729492188,-0.1965653896331787,-1.449986457824707,-1.2141783237457275,0.14632155001163483,0.13854143023490906,0.764153242111206,0.33135539293289185,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-0.9380455017089844,0.8640007972717285,-0.10219277441501617,0.05787642300128937,-1.22412109375,-1.3689384460449219,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,1.1915159225463867,0.9941331148147583,0.9382979869842529,0.1350928544998169
12,0.5353643298149109,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-0.8945757746696472,-0.1965653896331787,-1.4810718297958374,-1.2610063552856445,0.19801954925060272,0.10108773410320282,0.7409862279891968,0.28136587142944336,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-0.9800581932067871,0.8640007972717285,-0.0517914742231369,0.08941075205802917,-1.2611511945724487,-1.377760887145996,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,1.2426522970199585,0.9941331148147583,0.9904349446296692,0.1350928544998169
13,0.5189974308013916,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-0.9352683424949646,-0.1965653896331787,-1.508317232131958,-1.305739402770996,0.24959217011928558,0.060729749500751495,0.7111172080039978,0.2314460724592209,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-1.0173393487930298,0.8640007972717285,-0.002970028668642044,0.11517240852117538,-1.2949423789978027,-1.3826037645339966,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,1.2931721210479736,0.9941331148147583,1.0427923202514648,0.1350928544998169
14,0.5048024654388428,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-0.9722595810890198,-0.1965653896331787,-1.5317485332489014,-1.3480556011199951,0.3009148836135864,0.01915041357278824,0.6765134930610657,0.18221896886825562,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-1.0495043992996216,0.8640007972717285,0.04306139424443245,0.13468804955482483,-1.3255666494369507,-1.3849245309829712,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,1.3426928520202637,0.9941331148147583,1.0951924324035645,0.1350928544998169
15,0.4921199083328247,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-1.0055001974105835,-0.1965653896331787,-1.5515834093093872,-1.3877731561660767,0.35183417797088623,-0.021496392786502838,0.6387250423431396,0.13441990315914154,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-1.076689600944519,0.8640007972717285,0.08482575416564941,0.1477910578250885,-1.3532007932662964,-1.3860371112823486,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,1.3907818794250488,0.9941331148147583,1.1474324464797974,0.1350928544998169
16,0.48161789774894714,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-1.0351688861846924,-0.1965653896331787,-1.5681501626968384,-1.4248031377792358,0.40216243267059326,-0.058327216655015945,0.5991359949111938,0.08886553347110748,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-1.0994389057159424,0.8640007972717285,0.1207469031214714,0.1546127051115036,-1.3780845403671265,-1.3870741128921509,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,1.4369479417800903,0.9941331148147583,1.199291467666626,0.1350928544998169
17,0.4735640585422516,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-1.0615900754928589,-0.1965653896331787,-1.5818675756454468,-1.4591238498687744,0.4516885578632355,-0.08800631761550903,0.559219241142273,0.04642120748758316,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-1.118492603302002,0.8640007972717285,0.14945316314697266,0.15555252134799957,-1.4004732370376587,-1.3890124559402466,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,1.480657696723938,0.9941331148147583,1.250527024269104,0.1350928544998169
18,0.4671696722507477,-0.007486820220947266,0.5364435911178589,-0.8230451345443726,-0.7359390258789062,-0.3851543664932251,0.26815736293792725,-0.019813179969787598,0.7928894758224487,-0.08874404430389404,0.2646125555038452,-1.085171103477478,-0.1965653896331787,-1.593214750289917,-1.4907571077346802,0.500167191028595,-0.10790108144283295,0.520537793636322,0.007932685315608978,-0.677941083908081,-0.4354628324508667,0.3632171154022217,0.8303879499435425,-0.20580017566680908,0.7483117580413818,-0.16118335723876953,0.10581409931182861,0.9054762125015259,-0.9276703596115112,-0.6295379400253296,-0.25316524505615234,-1.1346734762191772,0.8640007972717285,0.17015992105007172,0.1511816531419754,-1.420623540878296,-1.392571210861206,-0.5837404727935791,0.8595980405807495,0.4462183713912964,0.48467254638671875,0.052591562271118164,-0.5126835107803345,0.16918468475341797,-0.9336947202682495,-0.7225662469863892,-0.515529990196228,0.630937933921814,0.586321234703064,-0.4434950351715088,-0.03608238697052002,1.521345615386963,0.9941331148147583,1.3008784055709839,0.1350928544998169
